,author,authorChannelUrl,text,likeCount,publishedAt,offensive/non offensive,Algerian Dialect,auto_annotation,result
2418,Mohamed Gouaich,http://www.youtube.com/channel/UCKMi18AVLtfqPv75GbEiK6A,من ليوم وروح كي نشوفك نعري ونخليه هو يريڨ عليك على بغى وبالاك نتي تريڨي عليه وتتمنايه في لي قلنا,0,2020-10-21T21:58:01Z,p,,n,0.0
2419,Mohamed Gouaich,http://www.youtube.com/channel/UCKMi18AVLtfqPv75GbEiK6A,عجبتني نتاع ريوڨ,0,2020-10-21T21:55:37Z,n,,p,0.0
2420,Bouhjar Boukra3,http://www.youtube.com/channel/UCgkfZXUrlrcj2pSMT6y3csg,كل ما قلتيه حق ولكن البعض ياكله كره من هذا الكلام وبلاك يتربوا من هذا الفديوا ربما,0,2020-10-21T21:51:31Z,n,,n,1.0
2421,Alaa Mca,http://www.youtube.com/channel/UCS54d5_XaZTltLiE9NcJTMw,للاسف الشديد عندها الحق,0,2020-10-21T21:49:47Z,n,,n,1.0
2422,Midou Midou,http://www.youtube.com/channel/UC-fLa3iMLEybK6xRNO2fP-w,لحد ساعة مفهمتش اعلام العار وش راو يدير يخليو من حثالة مجتمع تتكلم اطبايها مثقفين المجتمع يرجعوهم احب ان اعتذر الى نفسى لاني كرجل لا يمكنني ان اوجه ردا لهذه المدعوة المريضة بجنون العظمة اخفض من قيمة رجل ليرد عليها ساترك امر رد الذين من حولك فرجل حقيقي لن يعرفك اصلا من تكونين,0,2020-10-21T21:43:53Z,p,,p,1.0
2423,Amine Boussoufi,http://www.youtube.com/channel/UC_M1dMe62U3SXnVT4Kl2zKg,والله غير تحيا سهيلة معلم قديمة فالفن وجامي هدرت هكا,0,2020-10-21T21:43:20Z,n,,n,1.0
2424,chris colorado,http://www.youtube.com/channel/UCf5gSFB2oDceO32LxjQsNrw,والله ضحكتني,0,2020-10-21T21:39:30Z,n,,n,1.0
2425,Fatiha Mecheri,http://www.youtube.com/channel/UCHoBICmah-QcugrlgqF6Ibw,يڨولو لابسا نوغمال ميڨولوش لابسا نورمالمون,0,2020-10-21T21:37:20Z,n,,n,1.0
2426,Ibra Himo,http://www.youtube.com/channel/UCxqUFQDnSjZj1eMFv9xcX4A,ولله غير راكي كي الجمعي جاك بالا,0,2020-10-21T21:34:12Z,p,,n,0.0
2427,Dounia Didi,http://www.youtube.com/channel/UCPojGMazediffmexfzrxKQQ,هي ناس ملاح بصاح ما تعرفش تهدر هادا ماكان مهبولة بصاح لبنات عيب تقصفوها هي راهي تهدر فموضوع نعيشوه ولا خلاص نكرتها,0,2020-10-21T21:28:59Z,p,,n,0.0
2428,Samia samsoum,http://www.youtube.com/channel/UCxZJ_f3aZjWRLuqu3A-F2yg,مكبوتة خانزة راح تاكل رغيس فالمسلسل,0,2020-10-21T21:28:20Z,p,,p,1.0
2429,Nina Mondolina,http://www.youtube.com/channel/UCC-ywYv824jjEL1tD2v-m1w,بنات اخر زمان تحامي عليهم المخلوقة ويزيدو يحلو فمهم ولا تحبو كيتبلاوكم يا,0,2020-10-21T21:26:38Z,p,,n,0.0
2430,Dounia Boufroun,http://www.youtube.com/channel/UCXNy5GWV9AYlfgMwogHALeg,تعيي تحكي غير علا طونوبيلات وزجاج فيمي مخلوعه حشاك ياجهله واش اريوقو علاش راهي عايشه مع ذيابه نتي صح مريضه روحي جري علا روحك,0,2020-10-21T21:26:33Z,p,,p,1.0
2431,Ouka käÿkø,http://www.youtube.com/channel/UCwSU6CodGu9YYoSOLsRW3sQ,روحي ادخلي على وجهك بالكاسة والصابون تع الطرف ولمي شعرك للور ورواحي احكي وبردي قلبك,0,2020-10-21T21:25:56Z,p,,p,1.0
2432,Cha Imaa,http://www.youtube.com/channel/UCFoctGR3IVI566-EQkKhUEg,الشعب دروك راه لاهي مع والي وهران حرزي تحسبيه نساك زعما غادي يعاود يوليلك غي متفرحيش ه,3,2020-10-21T21:24:18Z,n,,n,1.0
2433,Karim Naouria,http://www.youtube.com/channel/UCUesfl2C882qRi73_BYD18w,هده فسق مثلك اسف دولة فتحت بيهم بيوت دعار من اجل صبع زرق عروبي عصابة اما احرار لد احلال الله الله ميعرفك وراك,0,2020-10-21T21:22:18Z,p,,p,1.0
2434,Music Lover,http://www.youtube.com/channel/UCPSSjEfjK40obQEvZWubUzw,عندي سوال نتحدى اي واحد يجاوبني عليه نتوما يا ليوتيبرز كي هدرت بنت بلادكم قاع نضتو ديرو في فيديوهات ضدها لل اكيد زعما غاظكم الحال بصح لمراركة للي يظلو يسبو في شهداءنا يزوروا يكذبوا بش يوسخوا سمعة بلادنا يسرقوا تراثنا ماقدرتوش ديرو عليهم ولا فيديو واحد يا عجابة وينراها النخوة والغيرة على دزاير ولا خايفين على قناتكم من شاطرين غي في ولاد بلادكم حقارين منافقين,1,2020-10-21T21:20:37Z,p,,n,0.0
2435,Y.A Bououden,http://www.youtube.com/channel/UCIeTjV8GvyEqbWVC1CaPWnw,خصنا لي يعرفوا لفرونسي بطلاقة باش يدافعوا على دزاير ماه راهم مدايرينا تحريشة فلي كومونتار تاع لي ماتش تاع الشهور هادو اون فرونسي سيرتوا فتاع كولومبيا,1,2020-10-22T01:29:32Z,n,,n,1.0
2436,abdel'Rahim,http://www.youtube.com/channel/UC8-fOmT5ID5A7-zOUj4H8aw,خرية كيما انت خصك لواحد تجيه لادياري يديرها عليك صدقة عليه,0,2020-10-21T21:18:04Z,p,,p,1.0
2437,djenna djenna,http://www.youtube.com/channel/UCjUozW0KsYQSu09gXukhvSA,مسكينة حاطة الرجالة كل يجريو وراها وهية ماتليقش بصلة,0,2020-10-21T21:14:38Z,p,,n,0.0
2438,اندر تيكر,http://www.youtube.com/channel/UCgLuPcZ1__uYWZFYasxGcng,افضحي النقوشه,0,2020-10-21T21:06:15Z,p,,p,1.0
2439,اندر تيكر,http://www.youtube.com/channel/UCgLuPcZ1__uYWZFYasxGcng,الجزايري نقش كبير,0,2021-01-10T17:11:39Z,p,,p,1.0
2440,fatima sairi,http://www.youtube.com/channel/UCTvWwEukRyiee-4qpaC2GFQ,عيفتلي قلبي والله معندها علاه تحشم,0,2020-10-21T21:05:59Z,p,,p,1.0
2441,Pink side,http://www.youtube.com/channel/UCnJI0NeyTL5yql0UTHikilw,هي مش جزايرية ومستحيل تكون جزيرية مرانش نبكو عليها روح تحوس هي وحدة متسواش شوف درت شوية مكياج طلع شان على بفكان هدوك راجل لي تحكي عليهم من خوك وبوك وجدك وجد جدك راك سبتي كع تزاير هم خط احمر تحمل المسولة روح توبي ولي وشفي واش درتي,2,2020-10-21T21:05:14Z,p,,p,1.0
2442,Chenwiya Kami,http://www.youtube.com/channel/UCcbSPZqLn8N7_BVwruYeI2A,ڨالتها جبهتك جبرية,0,2020-10-21T21:01:06Z,p,,p,1.0
2443,Amin Mco,http://www.youtube.com/channel/UCaZeQ4UXeOXRIYRMreQCy3g,نشوف فل الخرى ومنشوفش فى وجهك,0,2020-10-21T20:57:25Z,p,,n,0.0
2444,Rawan Adem,http://www.youtube.com/channel/UCwSqZIbm7nTmwjGW8E4ApiA,يريقو واش راكي تهدري روحي استري روحك,1,2020-10-21T20:57:15Z,p,,p,1.0
2445,المختص في كل شيء و خاص الهكر,http://www.youtube.com/channel/UCKknhZi4R55SB2MznkkcSZA,يا زح كينشوفها نحس هه بلي فمها فايح ناتن اسمحولي حاش خلق الله,0,2020-10-21T20:57:04Z,p,,n,0.0
2446,Farid Chakchouk,http://www.youtube.com/channel/UCjVaBRPHT-118NyaAhW10RQ,منعرفهاش ومنيش ندلقلها بصح عندها حق,0,2020-10-21T20:55:50Z,n,,n,1.0
2447,Mimi Medjani,http://www.youtube.com/channel/UCfvu_rRflJL7jVfQPm2aNYQ,مافهمتش انا علاه راهم يردو عليها يسبو فيها مالڨري قالت الصح وش راه صاري في بلادنا مجرد راي,0,2020-10-21T20:55:43Z,n,,n,1.0
2448,hanane ben attous,http://www.youtube.com/channel/UCUnnYsP25EsbR6zwlCYoXCQ,علاش زعفتو من هدرتها برغم عندها الحق كاين شيء رجال والله والديهم تحشم بيهم هي ماقالتش قاع الجزايريين علاش كلمة الحق تغيض كامل حسيتوها تهدر عليكم الغلط الوحيد اللي عملاتو انها ماعرفتش تختار اللفظ المليح اللي يوصل هدرتها من غير ماتجرح غيرها سيتو,0,2020-10-21T20:55:35Z,n,,p,0.0
2449,ZiGA MEMES ZONE,http://www.youtube.com/channel/UCgL3I34axwO2UDMZ7ZGyk-A,جبهتك تمثل ثلث جهة التحرير الوطني نقدرو نبنيو سطاد جهة تاعك يا زحح,4,2020-10-21T20:53:36Z,p,,p,1.0
2450,Younes Younes Younes,http://www.youtube.com/channel/UC4p0K4-sSdVaP1WpHG4drzw,ايه شفتو,0,2020-11-07T21:04:43Z,n,,n,1.0
2451,ZiGA MEMES ZONE,http://www.youtube.com/channel/UCgL3I34axwO2UDMZ7ZGyk-A,شفت لفيديو ولا لا شفت وش قالت على الشعب,0,2020-10-26T23:48:47Z,n,,n,1.0
2452,Younes Younes Younes,http://www.youtube.com/channel/UC4p0K4-sSdVaP1WpHG4drzw,هذي راهي خليقة ربي منضحكوش عليها كنا نهدرو على الكلام لي قالتو وبعد بديتو تهدرو على العيوب السبعة لي فيها,1,2020-10-22T21:44:27Z,n,,n,1.0
2453,Sarah Sisi,http://www.youtube.com/channel/UCyoBtj_yy2q7xVBUtzcl_qw,الله عندك الحق تطايي جبهتها قبل اومبعد جي تهدر,2,2020-10-22T08:27:34Z,p,,n,0.0
2454,fares Adel,http://www.youtube.com/channel/UC_pw0xqVDyxTGX3cBUz20Hg,لي فري دزيري ميخليش ختوا تخدم فل اداعا يلبسولها واش احبوا وبلا ما نكمل اوازني كلامك قبل ما تهدر يا لعود روحي اهدري علا الرخاس لي راكي خدمة عندهم كي لسكلاف يتحكموا فيكم كيما يحبوا,0,2020-10-21T20:50:39Z,p,,p,1.0
2455,Bouabdalah ben djaber,http://www.youtube.com/channel/UCddWmu21gVDMmflrUqq_U-A,روحي تزوجي وحد بايرا,0,2020-10-21T20:42:30Z,p,,p,1.0
2456,randa Bb,http://www.youtube.com/channel/UCNYkL5tK8B-U2krPhscAENA,تروح تدخل للاسلام وتنحي الصليب من رقبتها,0,2020-10-21T20:36:50Z,p,,n,0.0
2457,Tiziri Amanda,http://www.youtube.com/channel/UChRbYG95PtyKtmEAnSi9j6A,كامل الشي اللي قالتو صح ما غلطتش نحن فقط مجتمع ذكوري يحتقر المراة ويكرهها,0,2020-10-21T20:36:22Z,n,,n,1.0
2458,Khadidja Khedim,http://www.youtube.com/channel/UCD8mCNYzm9IBWOMvJnzzl2g,الي يقول الحق يخرج من البلاد علاش كدبت انا والله مانعرفها مي قالت الحقيقة والحقيقة دايمن تكون مرة والله والطفلة وتلبس ستار ما يطلقوها وماتحرواوش مزوجة مطلقة ارملة طفلة صغيرة خلاص حسبنا الله ونعم الوكيل,0,2020-10-21T20:35:38Z,n,,n,1.0
2459,بوسيف عبد الجبار,http://www.youtube.com/channel/UCx4Frh5lK1OW01jQfNPSbRQ,هادي قاع لاباس يا بنت الناس قال قال راجل مرا مخلوع ولا كافي ولا ما شايفش يجي النهار يستبيت يتعلم يستعقل ياو المشكلة الكارثة هي ظاهرة الزوامل الشواذ لي كثرو فل بلاد العياذ بالله راني نشوف الزنقة وحد الامور ولله ما كنا نشوفوها الثمانينات التسعينات البلاد هاذي تبدلت بزاف يا ناس ولله غير الواحد ولا يستحي يخرج مع ولادو دارو فاميلتو الله يلطف بينا بوليداتنا,0,2020-10-21T20:30:20Z,n,,p,0.0
2460,Ilyece Souidi,http://www.youtube.com/channel/UC0J_oEwSC57DbLUUlOucPvQ,نحسن عونك انتي بنت حركي,0,2020-10-21T20:30:03Z,p,,n,0.0
2461,aya tasnim,http://www.youtube.com/channel/UCjXR_6qF3CxrV_tRGviaYBg,عندها الحقيقي,1,2020-10-21T20:29:57Z,n,,n,1.0
2462,Sam Uu,http://www.youtube.com/channel/UCUnO3O7iAPqB5Z8KSUzt5vA,كلاشات المكبوتين غاضهم الحال,0,2020-10-21T20:25:27Z,n,,n,1.0
2463,Mouadh mouadh,http://www.youtube.com/channel/UCV-0ldH5P76vrlK3TaVeq2g,لالا ختي قولي ماهومش متربيين حلابة ماتقوليش مكبوتين لانو الكبت شيء نفخر بيه نفضل شاب او فتاة مكبوتة مشتاقة رجل رغما انها تقدر تدير تقدر تمارس واش تحب نفضلها على فتاة شابعة من الرجال و نفضل شاب مكبوت مشتاق فتاة يجاهد نفسو يجبد روحو على لبنات ينتاظر زوجتو حلالو نفضلو على واحد شبعان بنات من وحدة لوحدة مونية ماكلاشاتش المكبوتين كلاشات الفاسقين لي يدراڨيو بنات الناس في الشوارع يتبلاوهم,0,2021-01-04T13:22:10Z,n,,n,1.0
2464,الجزائرية مريم,http://www.youtube.com/channel/UCJ_XYCvfl7XHLB2Fkv8PcMw,كون قالت حاشة البعض كاين شباب ورجال نعمة تربية بصح مقطع لول عندها الحق كاين بعض الشباب والله يهدرو واحد الهدرة واحد التصروفات لاحولا لا قوة الا بالله العلي العظيم,0,2020-10-21T20:25:11Z,n,,n,1.0
2465,Archi Naz,http://www.youtube.com/channel/UCYbd3a7ynP4o-UNSmKMXtzA,مافهمتش واش علاقة الواحد لي يدراقي فبنات الناس والمطالبة بالقصاص لييدراقي يدي دنوب تاع التعدي علا اعراض الناس ولي تعري ديالها شحال من دنب تدي الزنا التبرج الكاسيات العاريات الا صح تعرفو التربية والقدر والاحترام خخمو شوية فالاسلام وكلام الله وسنة النبي باش نربحو ونسلكو علا خير,0,2020-10-21T20:24:56Z,p,,n,0.0
2466,#عراقية# مجنونة#,http://www.youtube.com/channel/UC8m5CV74kWc1pVjPytgNIfw,الله يذلك يا مونيا,1,2020-10-21T20:24:02Z,p,,p,1.0
2467,Anis Ben,http://www.youtube.com/channel/UCcrVPkvc8CHY7TCeuXn2Orw,سلام عليكم خاوتي خوتاتي ليوم نبان في كومونتار نتمنا يلحق هاذ لميساج لمرة جايا نبان في فيديو اول حاجة نتظامن مع زوالي محمد لي يماه كيما يمانا نتكلم بصفة عامة لي راكي توصفي فينا بلكباش باباك واش من قارة واش من كوكب افلاطون مثلا علبالي بلي شغل عراضتلك بصح الله غالب هنا تتفشي وتريڨي صح صح ملقيتي في من تخلطي فشعب لي حير امة تجي نتي تهدري قبل ما تهدري غسلي فمك منو جاي باسكو يشمها لحلوف ينطق باسكو جبهتك كيما جبهتو بصح والله هو ارتيست عليك كي تقراي هاذ لميساج نجيك فيديو ونڨصرو بيان,0,2020-10-21T20:23:22Z,p,,p,1.0
2468,Imad eddine Ourahmoune,http://www.youtube.com/channel/UCQ6fKkvuFaTupzVOd3UUs0w,الفركوفونيون راهم غلثوا ياودي خلاص على فرنسا تاعكم,0,2020-10-21T20:22:10Z,p,,n,0.0
2469,بلال الديب,http://www.youtube.com/channel/UCUmx5GlwFk5A73mrx8zINCA,مديروش عليها خاوتي راهي من فصيلة البرماييات,0,2020-10-21T20:17:08Z,p,,n,0.0
2470,بلال الديب,http://www.youtube.com/channel/UCUmx5GlwFk5A73mrx8zINCA,هدي واش حاسبة روحها,0,2020-10-21T20:16:29Z,p,,p,1.0
2471,Sofiane Amrouche,http://www.youtube.com/channel/UCU9SAVW8XWPSXLdGiix5xBQ,شوفي تصويرتك قبل التحلاب شكون راه معايا,0,2020-10-21T20:10:36Z,p,,n,0.0
2472,محمد الاهدل,http://www.youtube.com/channel/UC_3m-4Km91J-MMcZX7SAkLg,معاها حق في وصف الوضع المتردي لسلوكنا هبوط مفاهيم الاخلاق عند شريحة من الشباب العربي المسلم هول الجريمة التي اقترفت بحق الاخت الانسانة شيماء يوجب علينا التوقف مراجعة السلوك السيء الذي نمى في فكر الرجل العربي المسلم نسينا قول المصطفى نبينا محمد صلى الله عليه سلم انما بعثت لاتمم مكارم الاخلاق,0,2020-10-21T20:04:47Z,n,,n,1.0
2473,Kador Dz,http://www.youtube.com/channel/UC6Q27LoqPw6OOOB1D9fYk-A,بقداه تبات الليلة,0,2020-10-21T20:03:56Z,p,,p,1.0
2474,Yasmine Yoyo,http://www.youtube.com/channel/UCpQCcF-eNkbvXXxbXaVeDUA,انا ملموكش بسيك بنتيلي مهبولة وقيل هربتي من جوانفيل لالا ربي يهديك وخلاص,0,2020-10-21T20:00:24Z,p,,n,0.0
2475,Phoenix,http://www.youtube.com/channel/UCAF_6ArRuoR4xabpHIBszFg,وشبيه هذي تخلط,1,2020-10-21T19:57:58Z,p,,p,1.0
2476,Moh RACHID ALGÉRIE,http://www.youtube.com/channel/UCE9mgv87rAQ3GmmmTOex2gg,نوريد من اصحاب والشعب الجزايري الكل ان نقوم بي حملة ضد صفحتين الخاص بي مونيا بن فغول نقوم بي حضرها او عمل,0,2020-10-21T19:51:13Z,n,,n,1.0
