,text
622,ديرا لكروا
1329,كبير وتكذب
1963,نقصة تريية
338,انتيا ماشي مربيا واناملول مكرهم
1870,لوكان جيتي ملتزمة بحجابك واحد ميتوشيك والسلعة الرخيسة ناس كامل تحري لعندها
2191,انا جزايرية ونقولك عيب عليك تتكلمي على ولاد بلادك هذا الكلام الرجل ااجزايري مكانش كيفو في هاذ الدنيا حنين وكريم اصيل انا استاذة لاني متربية واحد ماتبلاني رغم اني صغيرة بصح متمسكة بحجابي اخلاقي صفاء وجهي انت متوصليش تربية اخر رجل جزايري
994,شيطان في صورة انسان
847,ترخف انت وهي
553,غطي روحك نحتارموك على الاقل تولي غالية على صباطي
0,فمك كبير من وجهك تقبلي في كميرة وجهك صحيحة
160,عندك صح كلامها صح
310,ياخي جايحة
2445,الي يقول الحق يخرج من البلاد علاش كدبت انا والله مانعرفها مي قالت الحقيقة والحقيقة دايمن تكون مرة والله والطفلة وتلبس ستار ما يطلقوها وماتحرواوش مزوجة مطلقة ارملة طفلة صغيرة خلاص حسبنا الله ونعم الوكيل
37,عندها الحق 100 حاشا فية قليلة جداا
1811,الرجال انعدمو فالجزاير كثرو بس اصحاب الكيراتين المخن ثين الما زوخين
1464,قرب رمضان فوزافي لادال دوصول نسيتيها واقيل
1402,مزالهم يجيبوها لتيليفيزيو لمرخص تفوه
102,كافيا تاع الصح
1442,4 كلغ ماكياج رمضان على ابواب لا نريدك في تلفزه يا جبهه
375,اشتركيلي بالقناة النتاعي عجبتني دخلة وشتاركة
1125,تفاعلت مسكينة ه
1165,روحي تخري بعيد
386,ضعف شخصية
1348,يرحمك يا نعناعة ضرك ولا البورنو ديركت
1400,حالة الجيعان كي يشبع
1922,راكي ضحكتيني وشراكي تقصدي ختي
2016,اقسم بالله عدها لحق علاش تهاجمو فيها الشاب الجزايري اتفه شاب في العالم
827,حيوان
1383,6 3
139,نت سوسيل تربي وراوحي اهدري
1139,تستهلي كتر
2368,تصريح خطير ومستفز بلا بلا بلا واش هدرت صاح نتوما لي يهدر كلمه لحق يولي خاين عميل بلا بلا سينيما تعكم شحال تحبو تزيدو عليها
2055,هدوك لي راكي تقولي يريقوا بلابلا اوموا يعبدوا ربي شو في غير افالاكروا تع الكفار لي راكي دايرتها يا بنت الجزايري لي يريق على نسا
1208,تحلف فيك دولة وما يحلفش فيك شعب
1847,معتوهة
1184,ختفو عليك
1535,وجها مطلص
869,ربي يهدينا جميعا
1285,الله يرحم باكم شكون لي حالها للحصة هاذا نقش لي جابها
2068,عيب عليك يا مخلوق غريب انك تقولي هداك لكلام على ولاد الجزاير الحرار بلاد المليون ونصف المليون شهيد احنا نريقو على الشرب في رمضان ماشي على وحد كمنت انت ماتمليش المراة الجزايرية
2029,نتي تاني كونتي تشوفي في الناس قلتيها بفمك
1098,تباتي تبرري بعد عند شعب مكروها خلصت عليك
1239,مانحبش نشوفك في رمضان
2486,نتي تلبسي لمزير ومبعد تقولي راهوم يكحلو علي
405,روحي كان تعطي من عند ولاية واد سوف كامل
2444,كامل الشي اللي قالتو صح ما غلطتش نحن فقط مجتمع ذكوري يحتقر المراة ويكرهها
698,عندها الحق بصح الله غالب المرءة ضد المرءة هاذي هي كي غتاصب شيما نصهم وقفو مع ريان ممسي غالط بصح حنا
117,كنشوفك كشغل شت العدس بالبن او ديجا البن بالعدس خرمنك
152,عاملة كي 5 تع صبح
595,حبها تهدر على كل انسان بالواحد هذا غباء لي يحس روحو مش معني مش رح تقلقو هدرتها لانو معاها الحق
2335,واش تكون هذه هي عبارة عن شفشاقة اللي يجي يبول فيها
505,والله بردتيلي قلبي كلامك عين الصواب والحق كاين فىة مريضة نفسيا حاشى البعض الحيوانات واغتصبوهم ما يطلقوهمش نسال الله العافية تقول ماناش مسلمين لا نمت للاسلام بسمة ولينا نخافو نطلقو ولادنا يلعبو نخافو عليهم من الناس كامل الثقة مكانش وزيد نورمالمو الدولة طبق القصاص قال تعالى ولكم في القصاص حياة يا اولي الالباب صدق الله العظيم لازم نكونو يد وحدة ونطالبو بالقصاص خطش هذي صرات لشيماء وصرات لقبلها لبزاف ولاد وبنات صغار قادرة تصرا لاي واحد فبنا ربي يبعد علينا لازم القصاص للمجرم
2204,بلاك رهي نسات باه تقول حاشا لي مايستهلش ونتوما كبرتو القصة حاشا لي ميستهلش راني قلتها ه
2437,ايه شفتو
483,ماكانش علابالي بلي موني مسيحية راه لابس قلاد تع الصليب
2279,شادخل القصاص
26,بعيدا على اني ما نحملهاش راهي تهدر برك باش تشهر في روحا بصح الكلام يلي قالتو صح للاسف ما نقدرش ننكر هذا هو حالنا الجزايرين رجعو يبهدلو بروحهم وين يروحو خصوصا في تعاليق في فايسبوك سوشيال ميديا بهدلو روحهم خصوصا قدام باقي بلدان عربية عقليتهم زيرو حتى الواحد رجع يحشم في بلاصتهم الله يهديهم الا من رحم ربي
2222,الله اكبر ما هذا التكبر اتستعيبي في الخالق اوالمخلوق اليوم عمل بلا حساب وغدا حساب بلا عمل ايتها الاخت المتكبرة استغفري ربك الذي خلقك ذنب بينك بين الله يغفرلك امابينك وبين عبد لغفران لك حتى ياخذ حقه كل انسان يتكلم عنه فعله نصيحه لكي يا
765,قال رسول الله صلى الله عليه وسلم تاتي على امتي سنوات كذابات يصدق فيها الكاذب يكذب فيها الصادق ياتمن فيها الخاين يخون الامين يضهر الرويبضة قالو ما الرويبضة يا رسول الله قال الرجل التافه يتكلم في امر العامة الوقت لي وصلنا ليه المراة التافهمة المتبرجة نصف جسمها يبان تتكلم على الاسلام الشريعة والحياء مكرام الاخلاق سبحان الله ربي يهدي ما خلق
2454,سلام عليكم خاوتي خوتاتي ليوم نبان في كومونتار نتمنا يلحق هاذ لميساج لمرة جايا نبان في فيديو اول حاجة نتظامن مع زوالي محمد لي يماه كيما يمانا نتكلم بصفة عامة لي راكي توصفي فينا بلكباش باباك واش من قارة واش من كوكب افلاطون مثلا علبالي بلي شغل عراضتلك بصح الله غالب هنا تتفشي وتريڨي صح صح ملقيتي في من تخلطي فشعب لي حير امة تجي نتي تهدري قبل ما تهدري غسلي فمك منو جاي باسكو يشمها لحلوف ينطق باسكو جبهتك كيما جبهتو بصح والله هو ارتيست عليك كي تقراي هاذ لميساج نجيك فيديو ونڨصرو بيان
